gender,race,Demographic Priming,Role Adoption,alignment,model,task
M,White,Explicit,Interview,0.27945716665801773,gemma-3-27b-it,QA
M,White,Name,Direct,0.2819419161953866,gemma-3-27b-it,QA
M,White,Name,Third Person,0.28029199838850877,gemma-3-27b-it,QA
M,White,Name,Interview,0.28034405664416434,gemma-3-27b-it,QA
M,Asian,Structured,Direct,0.2475816913076995,gemma-3-27b-it,QA
M,Asian,Structured,Third Person,0.24595370480793208,gemma-3-27b-it,QA
M,Asian,Structured,Interview,0.23631221758296977,gemma-3-27b-it,QA
M,Asian,Explicit,Direct,0.24727142673032237,gemma-3-27b-it,QA
M,Asian,Explicit,Third Person,0.24590765290818253,gemma-3-27b-it,QA
M,Asian,Explicit,Interview,0.24071362986015757,gemma-3-27b-it,QA
M,Asian,Name,Direct,0.2523782379016535,gemma-3-27b-it,QA
M,Asian,Name,Third Person,0.24611254594124754,gemma-3-27b-it,QA
M,Asian,Name,Interview,0.24187052365561496,gemma-3-27b-it,QA
M,Hispanic,Structured,Direct,0.2427926939521211,gemma-3-27b-it,QA
M,Hispanic,Structured,Third Person,0.24124307741619652,gemma-3-27b-it,QA
M,Hispanic,Structured,Interview,0.23521007360369497,gemma-3-27b-it,QA
M,Hispanic,Explicit,Direct,0.24144541393068303,gemma-3-27b-it,QA
M,Hispanic,Explicit,Third Person,0.2393538983048216,gemma-3-27b-it,QA
M,Hispanic,Explicit,Interview,0.23485091343424794,gemma-3-27b-it,QA
M,Hispanic,Name,Direct,0.2417735683763496,gemma-3-27b-it,QA
M,Hispanic,Name,Third Person,0.23872789630793015,gemma-3-27b-it,QA
M,Hispanic,Name,Interview,0.24009518645049246,gemma-3-27b-it,QA
M,Black,Structured,Direct,0.22592953547016087,gemma-3-27b-it,QA
M,Black,Structured,Third Person,0.2279009293204233,gemma-3-27b-it,QA
M,Black,Structured,Interview,0.22171541650366142,gemma-3-27b-it,QA
M,Black,Explicit,Direct,0.22962904627937344,gemma-3-27b-it,QA
M,Black,Explicit,Third Person,0.2311951058935702,gemma-3-27b-it,QA
M,Black,Explicit,Interview,0.2213185034602173,gemma-3-27b-it,QA
M,Black,Name,Direct,0.2293433599988005,gemma-3-27b-it,QA
M,Black,Name,Third Person,0.22412889192941432,gemma-3-27b-it,QA
M,Black,Name,Interview,0.22290039179073737,gemma-3-27b-it,QA
