race,gender,persona_string,persona_type,model,demographic(s),accuracy
White,N,3rd,name,Llama-3.3-70B-Instruct,WhiteN,0.9433333333333334
Black,N,3rd,name,Llama-3.3-70B-Instruct,BlackN,0.96
Asian,N,3rd,name,Llama-3.3-70B-Instruct,AsianN,0.9366666666666666
Middle-Eastern,N,3rd,name,Llama-3.3-70B-Instruct,Middle-EasternN,0.9383333333333334
Hispanic,N,3rd,name,Llama-3.3-70B-Instruct,HispanicN,0.9583333333333334
White,F,3rd,dem_descr,Llama-3.3-70B-Instruct,WhiteF,0.9983333333333333
Black,F,3rd,dem_descr,Llama-3.3-70B-Instruct,BlackF,0.9966666666666667
Asian,F,3rd,dem_descr,Llama-3.3-70B-Instruct,AsianF,1.0
Middle-Eastern,F,3rd,dem_descr,Llama-3.3-70B-Instruct,Middle-EasternF,0.9983333333333333
Hispanic,F,3rd,dem_descr,Llama-3.3-70B-Instruct,HispanicF,0.9983333333333333
White,M,3rd,dem_descr,Llama-3.3-70B-Instruct,WhiteM,0.9966666666666667
Black,M,3rd,dem_descr,Llama-3.3-70B-Instruct,BlackM,1.0
Asian,M,3rd,dem_descr,Llama-3.3-70B-Instruct,AsianM,1.0
Middle-Eastern,M,3rd,dem_descr,Llama-3.3-70B-Instruct,Middle-EasternM,1.0
Hispanic,M,3rd,dem_descr,Llama-3.3-70B-Instruct,HispanicM,1.0
White,N,3rd,dem_descr,Llama-3.3-70B-Instruct,WhiteN,0.9983333333333333
Black,N,3rd,dem_descr,Llama-3.3-70B-Instruct,BlackN,0.9966666666666667
Asian,N,3rd,dem_descr,Llama-3.3-70B-Instruct,AsianN,0.995
Middle-Eastern,N,3rd,dem_descr,Llama-3.3-70B-Instruct,Middle-EasternN,1.0
Hispanic,N,3rd,dem_descr,Llama-3.3-70B-Instruct,HispanicN,1.0
White,F,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,WhiteF,0.9883333333333333
Black,F,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,BlackF,0.995
Asian,F,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,AsianF,0.9916666666666667
Middle-Eastern,F,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,Middle-EasternF,0.9883333333333333
Hispanic,F,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,HispanicF,0.9883333333333333
White,M,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,WhiteM,0.9933333333333333
Black,M,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,BlackM,0.995
Asian,M,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,AsianM,0.9916666666666667
Middle-Eastern,M,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,Middle-EasternM,0.9883333333333333
Hispanic,M,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,HispanicM,0.9933333333333333
White,N,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,WhiteN,1.0
Black,N,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,BlackN,0.9933333333333333
Asian,N,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,AsianN,0.9816666666666667
Middle-Eastern,N,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,Middle-EasternN,0.9933333333333333
Hispanic,N,3rd,dem_cat+descr,Llama-3.3-70B-Instruct,HispanicN,0.9933333333333333
White,F,interview,name,Llama-3.3-70B-Instruct,WhiteF,0.9641638225255973
Black,F,interview,name,Llama-3.3-70B-Instruct,BlackF,0.9266211604095563
Asian,F,interview,name,Llama-3.3-70B-Instruct,AsianF,0.9266211604095563
Middle-Eastern,F,interview,name,Llama-3.3-70B-Instruct,Middle-EasternF,0.9232081911262798
Hispanic,F,interview,name,Llama-3.3-70B-Instruct,HispanicF,0.9658703071672355
White,M,interview,name,Llama-3.3-70B-Instruct,WhiteM,0.9453924914675768
Black,M,interview,name,Llama-3.3-70B-Instruct,BlackM,0.9197952218430034
Asian,M,interview,name,Llama-3.3-70B-Instruct,AsianM,0.9129692832764505
Middle-Eastern,M,interview,name,Llama-3.3-70B-Instruct,Middle-EasternM,0.9283276450511946
Hispanic,M,interview,name,Llama-3.3-70B-Instruct,HispanicM,0.9402730375426621
White,N,interview,name,Llama-3.3-70B-Instruct,WhiteN,0.9300341296928327
Black,N,interview,name,Llama-3.3-70B-Instruct,BlackN,0.9334470989761092
Asian,N,interview,name,Llama-3.3-70B-Instruct,AsianN,0.9180887372013652
Middle-Eastern,N,interview,name,Llama-3.3-70B-Instruct,Middle-EasternN,0.9215017064846417
Hispanic,N,interview,name,Llama-3.3-70B-Instruct,HispanicN,0.9709897610921502
White,F,interview,dem_descr,Llama-3.3-70B-Instruct,WhiteF,0.985
Black,F,interview,dem_descr,Llama-3.3-70B-Instruct,BlackF,0.975
Asian,F,interview,dem_descr,Llama-3.3-70B-Instruct,AsianF,0.9783333333333334
Middle-Eastern,F,interview,dem_descr,Llama-3.3-70B-Instruct,Middle-EasternF,0.9733333333333334
Hispanic,F,interview,dem_descr,Llama-3.3-70B-Instruct,HispanicF,0.9666666666666667
White,M,interview,dem_descr,Llama-3.3-70B-Instruct,WhiteM,0.985
Black,M,interview,dem_descr,Llama-3.3-70B-Instruct,BlackM,0.9716666666666667
Asian,M,interview,dem_descr,Llama-3.3-70B-Instruct,AsianM,0.9816666666666667
Middle-Eastern,M,interview,dem_descr,Llama-3.3-70B-Instruct,Middle-EasternM,0.9783333333333334
Hispanic,M,interview,dem_descr,Llama-3.3-70B-Instruct,HispanicM,0.9866666666666667
White,N,interview,dem_descr,Llama-3.3-70B-Instruct,WhiteN,1.0
Black,N,interview,dem_descr,Llama-3.3-70B-Instruct,BlackN,0.9816666666666667
Asian,N,interview,dem_descr,Llama-3.3-70B-Instruct,AsianN,0.965
Middle-Eastern,N,interview,dem_descr,Llama-3.3-70B-Instruct,Middle-EasternN,0.99
Hispanic,N,interview,dem_descr,Llama-3.3-70B-Instruct,HispanicN,0.9616666666666667
White,F,interview,dem_cat+descr,Llama-3.3-70B-Instruct,WhiteF,0.9932885906040269
Black,F,interview,dem_cat+descr,Llama-3.3-70B-Instruct,BlackF,0.9714765100671141
Asian,F,interview,dem_cat+descr,Llama-3.3-70B-Instruct,AsianF,0.9681208053691275
Middle-Eastern,F,interview,dem_cat+descr,Llama-3.3-70B-Instruct,Middle-EasternF,0.9731543624161074
Hispanic,F,interview,dem_cat+descr,Llama-3.3-70B-Instruct,HispanicF,0.9748322147651006
White,M,interview,dem_cat+descr,Llama-3.3-70B-Instruct,WhiteM,0.9916107382550335
Black,M,interview,dem_cat+descr,Llama-3.3-70B-Instruct,BlackM,0.9630872483221476
Asian,M,interview,dem_cat+descr,Llama-3.3-70B-Instruct,AsianM,0.9681208053691275
Middle-Eastern,M,interview,dem_cat+descr,Llama-3.3-70B-Instruct,Middle-EasternM,0.9865771812080537
Hispanic,M,interview,dem_cat+descr,Llama-3.3-70B-Instruct,HispanicM,0.9848993288590604
White,N,interview,dem_cat+descr,Llama-3.3-70B-Instruct,WhiteN,0.9983221476510067
Black,N,interview,dem_cat+descr,Llama-3.3-70B-Instruct,BlackN,0.9748322147651006
Asian,N,interview,dem_cat+descr,Llama-3.3-70B-Instruct,AsianN,0.9765100671140939
Middle-Eastern,N,interview,dem_cat+descr,Llama-3.3-70B-Instruct,Middle-EasternN,0.964765100671141
Hispanic,N,interview,dem_cat+descr,Llama-3.3-70B-Instruct,HispanicN,0.9664429530201343
White,F,2nd,name,OLMo-2-0325-32B-Instruct,WhiteF,0.9466666666666667
Black,F,2nd,name,OLMo-2-0325-32B-Instruct,BlackF,0.9083333333333333
Asian,F,2nd,name,OLMo-2-0325-32B-Instruct,AsianF,0.94
Middle-Eastern,F,2nd,name,OLMo-2-0325-32B-Instruct,Middle-EasternF,0.9333333333333333
Hispanic,F,2nd,name,OLMo-2-0325-32B-Instruct,HispanicF,0.9533333333333334
White,M,2nd,name,OLMo-2-0325-32B-Instruct,WhiteM,0.9533333333333334
Black,M,2nd,name,OLMo-2-0325-32B-Instruct,BlackM,0.9283333333333333
Asian,M,2nd,name,OLMo-2-0325-32B-Instruct,AsianM,0.94
Middle-Eastern,M,2nd,name,OLMo-2-0325-32B-Instruct,Middle-EasternM,0.9233333333333333
Hispanic,M,2nd,name,OLMo-2-0325-32B-Instruct,HispanicM,0.9333333333333333
White,N,2nd,name,OLMo-2-0325-32B-Instruct,WhiteN,0.9416666666666667
Black,N,2nd,name,OLMo-2-0325-32B-Instruct,BlackN,0.9233333333333333
Asian,N,2nd,name,OLMo-2-0325-32B-Instruct,AsianN,0.91
Middle-Eastern,N,2nd,name,OLMo-2-0325-32B-Instruct,Middle-EasternN,0.91
Hispanic,N,2nd,name,OLMo-2-0325-32B-Instruct,HispanicN,0.95
White,F,2nd,dem_descr,OLMo-2-0325-32B-Instruct,WhiteF,0.9733333333333334
Black,F,2nd,dem_descr,OLMo-2-0325-32B-Instruct,BlackF,0.9716666666666667
Asian,F,2nd,dem_descr,OLMo-2-0325-32B-Instruct,AsianF,0.9366666666666666
Middle-Eastern,F,2nd,dem_descr,OLMo-2-0325-32B-Instruct,Middle-EasternF,0.9766666666666667
Hispanic,F,2nd,dem_descr,OLMo-2-0325-32B-Instruct,HispanicF,0.9883333333333333
White,M,2nd,dem_descr,OLMo-2-0325-32B-Instruct,WhiteM,0.9633333333333334
Black,M,2nd,dem_descr,OLMo-2-0325-32B-Instruct,BlackM,0.96
Asian,M,2nd,dem_descr,OLMo-2-0325-32B-Instruct,AsianM,0.955
Middle-Eastern,M,2nd,dem_descr,OLMo-2-0325-32B-Instruct,Middle-EasternM,0.9683333333333334
Hispanic,M,2nd,dem_descr,OLMo-2-0325-32B-Instruct,HispanicM,0.9933333333333333
White,N,2nd,dem_descr,OLMo-2-0325-32B-Instruct,WhiteN,0.9816666666666667
Black,N,2nd,dem_descr,OLMo-2-0325-32B-Instruct,BlackN,0.9816666666666667
Asian,N,2nd,dem_descr,OLMo-2-0325-32B-Instruct,AsianN,0.9583333333333334
Middle-Eastern,N,2nd,dem_descr,OLMo-2-0325-32B-Instruct,Middle-EasternN,0.9783333333333334
Hispanic,N,2nd,dem_descr,OLMo-2-0325-32B-Instruct,HispanicN,0.9833333333333333
White,F,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,WhiteF,0.96
Black,F,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,BlackF,0.9766666666666667
Asian,F,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,AsianF,0.9266666666666666
Middle-Eastern,F,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,Middle-EasternF,0.95
Hispanic,F,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,HispanicF,0.945
White,M,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,WhiteM,0.9683333333333334
Black,M,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,BlackM,0.94
Asian,M,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,AsianM,0.9383333333333334
Middle-Eastern,M,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,Middle-EasternM,0.9583333333333334
Hispanic,M,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,HispanicM,0.9466666666666667
White,N,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,WhiteN,0.9766666666666667
Black,N,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,BlackN,0.9666666666666667
Asian,N,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,AsianN,0.9366666666666666
Middle-Eastern,N,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,Middle-EasternN,0.9383333333333334
Hispanic,N,2nd,dem_cat+descr,OLMo-2-0325-32B-Instruct,HispanicN,0.9466666666666667
White,F,3rd,name,OLMo-2-0325-32B-Instruct,WhiteF,0.9416666666666667
Black,F,3rd,name,OLMo-2-0325-32B-Instruct,BlackF,0.9166666666666666
Asian,F,3rd,name,OLMo-2-0325-32B-Instruct,AsianF,0.9016666666666666
Middle-Eastern,F,3rd,name,OLMo-2-0325-32B-Instruct,Middle-EasternF,0.9133333333333333
Hispanic,F,3rd,name,OLMo-2-0325-32B-Instruct,HispanicF,0.9583333333333334
White,M,3rd,name,OLMo-2-0325-32B-Instruct,WhiteM,0.9566666666666667
Black,M,3rd,name,OLMo-2-0325-32B-Instruct,BlackM,0.92
Asian,M,3rd,name,OLMo-2-0325-32B-Instruct,AsianM,0.925
Middle-Eastern,M,3rd,name,OLMo-2-0325-32B-Instruct,Middle-EasternM,0.92
Hispanic,M,3rd,name,OLMo-2-0325-32B-Instruct,HispanicM,0.96
White,N,3rd,name,OLMo-2-0325-32B-Instruct,WhiteN,0.9383333333333334
Black,N,3rd,name,OLMo-2-0325-32B-Instruct,BlackN,0.915
Asian,N,3rd,name,OLMo-2-0325-32B-Instruct,AsianN,0.8983333333333333
Middle-Eastern,N,3rd,name,OLMo-2-0325-32B-Instruct,Middle-EasternN,0.8966666666666666
Hispanic,N,3rd,name,OLMo-2-0325-32B-Instruct,HispanicN,0.94
White,F,3rd,dem_descr,OLMo-2-0325-32B-Instruct,WhiteF,0.9716666666666667
Black,F,3rd,dem_descr,OLMo-2-0325-32B-Instruct,BlackF,0.9683333333333334
Asian,F,3rd,dem_descr,OLMo-2-0325-32B-Instruct,AsianF,0.9416666666666667
Middle-Eastern,F,3rd,dem_descr,OLMo-2-0325-32B-Instruct,Middle-EasternF,0.96
Hispanic,F,3rd,dem_descr,OLMo-2-0325-32B-Instruct,HispanicF,1.0
White,M,3rd,dem_descr,OLMo-2-0325-32B-Instruct,WhiteM,0.975
Black,M,3rd,dem_descr,OLMo-2-0325-32B-Instruct,BlackM,0.9566666666666667
Asian,M,3rd,dem_descr,OLMo-2-0325-32B-Instruct,AsianM,0.955
Middle-Eastern,M,3rd,dem_descr,OLMo-2-0325-32B-Instruct,Middle-EasternM,0.98
Hispanic,M,3rd,dem_descr,OLMo-2-0325-32B-Instruct,HispanicM,0.9983333333333333
White,N,3rd,dem_descr,OLMo-2-0325-32B-Instruct,WhiteN,0.99
Black,N,3rd,dem_descr,OLMo-2-0325-32B-Instruct,BlackN,0.9883333333333333
Asian,N,3rd,dem_descr,OLMo-2-0325-32B-Instruct,AsianN,0.9583333333333334
Middle-Eastern,N,3rd,dem_descr,OLMo-2-0325-32B-Instruct,Middle-EasternN,0.98
Hispanic,N,3rd,dem_descr,OLMo-2-0325-32B-Instruct,HispanicN,1.0
White,F,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,WhiteF,0.9466666666666667
Black,F,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,BlackF,0.9416666666666667
Asian,F,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,AsianF,0.92
Middle-Eastern,F,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,Middle-EasternF,0.935
Hispanic,F,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,HispanicF,0.935
White,M,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,WhiteM,0.9583333333333334
Black,M,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,BlackM,0.9366666666666666
Asian,M,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,AsianM,0.945
Middle-Eastern,M,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,Middle-EasternM,0.9666666666666667
Hispanic,M,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,HispanicM,0.9433333333333334
White,N,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,WhiteN,0.9833333333333333
Black,N,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,BlackN,0.965
Asian,N,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,AsianN,0.9416666666666667
Middle-Eastern,N,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,Middle-EasternN,0.9416666666666667
Hispanic,N,3rd,dem_cat+descr,OLMo-2-0325-32B-Instruct,HispanicN,0.9516666666666667
White,F,interview,name,OLMo-2-0325-32B-Instruct,WhiteF,0.9316666666666666
Black,F,interview,name,OLMo-2-0325-32B-Instruct,BlackF,0.9083333333333333
Asian,F,interview,name,OLMo-2-0325-32B-Instruct,AsianF,0.905
Middle-Eastern,F,interview,name,OLMo-2-0325-32B-Instruct,Middle-EasternF,0.905
Hispanic,F,interview,name,OLMo-2-0325-32B-Instruct,HispanicF,0.93
White,M,interview,name,OLMo-2-0325-32B-Instruct,WhiteM,0.9233333333333333
Black,M,interview,name,OLMo-2-0325-32B-Instruct,BlackM,0.9
Asian,M,interview,name,OLMo-2-0325-32B-Instruct,AsianM,0.895
Middle-Eastern,M,interview,name,OLMo-2-0325-32B-Instruct,Middle-EasternM,0.91
Hispanic,M,interview,name,OLMo-2-0325-32B-Instruct,HispanicM,0.9266666666666666
White,N,interview,name,OLMo-2-0325-32B-Instruct,WhiteN,0.935
Black,N,interview,name,OLMo-2-0325-32B-Instruct,BlackN,0.915
Asian,N,interview,name,OLMo-2-0325-32B-Instruct,AsianN,0.92
Middle-Eastern,N,interview,name,OLMo-2-0325-32B-Instruct,Middle-EasternN,0.9
Hispanic,N,interview,name,OLMo-2-0325-32B-Instruct,HispanicN,0.93
White,F,interview,dem_descr,OLMo-2-0325-32B-Instruct,WhiteF,0.9194630872483222
Black,F,interview,dem_descr,OLMo-2-0325-32B-Instruct,BlackF,0.9312080536912751
Asian,F,interview,dem_descr,OLMo-2-0325-32B-Instruct,AsianF,0.8859060402684564
Middle-Eastern,F,interview,dem_descr,OLMo-2-0325-32B-Instruct,Middle-EasternF,0.9093959731543624
Hispanic,F,interview,dem_descr,OLMo-2-0325-32B-Instruct,HispanicF,0.9194630872483222
White,M,interview,dem_descr,OLMo-2-0325-32B-Instruct,WhiteM,0.9395973154362416
Black,M,interview,dem_descr,OLMo-2-0325-32B-Instruct,BlackM,0.9211409395973155
Asian,M,interview,dem_descr,OLMo-2-0325-32B-Instruct,AsianM,0.9077181208053692
Middle-Eastern,M,interview,dem_descr,OLMo-2-0325-32B-Instruct,Middle-EasternM,0.9194630872483222
Hispanic,M,interview,dem_descr,OLMo-2-0325-32B-Instruct,HispanicM,0.8959731543624161
White,N,interview,dem_descr,OLMo-2-0325-32B-Instruct,WhiteN,0.9412751677852349
Black,N,interview,dem_descr,OLMo-2-0325-32B-Instruct,BlackN,0.9161073825503355
Asian,N,interview,dem_descr,OLMo-2-0325-32B-Instruct,AsianN,0.9043624161073825
Middle-Eastern,N,interview,dem_descr,OLMo-2-0325-32B-Instruct,Middle-EasternN,0.9144295302013423
Hispanic,N,interview,dem_descr,OLMo-2-0325-32B-Instruct,HispanicN,0.889261744966443
White,F,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,WhiteF,0.9247491638795987
Black,F,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,BlackF,0.9515050167224081
Asian,F,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,AsianF,0.8913043478260869
Middle-Eastern,F,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,Middle-EasternF,0.9113712374581939
Hispanic,F,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,HispanicF,0.9063545150501672
White,M,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,WhiteM,0.9381270903010034
Black,M,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,BlackM,0.9113712374581939
Asian,M,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,AsianM,0.9264214046822743
Middle-Eastern,M,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,Middle-EasternM,0.903010033444816
Hispanic,M,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,HispanicM,0.8762541806020067
White,N,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,WhiteN,0.9548494983277592
Black,N,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,BlackN,0.9230769230769231
Asian,N,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,AsianN,0.8896321070234113
Middle-Eastern,N,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,Middle-EasternN,0.9163879598662207
Hispanic,N,interview,dem_cat+descr,OLMo-2-0325-32B-Instruct,HispanicN,0.9063545150501672
White,F,2nd,name,OLMo-2-1124-7B-Instruct,WhiteF,0.932998324958124
Black,F,2nd,name,OLMo-2-1124-7B-Instruct,BlackF,0.914572864321608
Asian,F,2nd,name,OLMo-2-1124-7B-Instruct,AsianF,0.9028475711892797
Middle-Eastern,F,2nd,name,OLMo-2-1124-7B-Instruct,Middle-EasternF,0.8994974874371859
Hispanic,F,2nd,name,OLMo-2-1124-7B-Instruct,HispanicF,0.9212730318257957
White,M,2nd,name,OLMo-2-1124-7B-Instruct,WhiteM,0.9363484087102177
Black,M,2nd,name,OLMo-2-1124-7B-Instruct,BlackM,0.9128978224455612
Asian,M,2nd,name,OLMo-2-1124-7B-Instruct,AsianM,0.914572864321608
Middle-Eastern,M,2nd,name,OLMo-2-1124-7B-Instruct,Middle-EasternM,0.9028475711892797
Hispanic,M,2nd,name,OLMo-2-1124-7B-Instruct,HispanicM,0.9296482412060302
White,N,2nd,name,OLMo-2-1124-7B-Instruct,WhiteN,0.931323283082077
Black,N,2nd,name,OLMo-2-1124-7B-Instruct,BlackN,0.9229480737018425
Asian,N,2nd,name,OLMo-2-1124-7B-Instruct,AsianN,0.9061976549413735
Middle-Eastern,N,2nd,name,OLMo-2-1124-7B-Instruct,Middle-EasternN,0.9229480737018425
Hispanic,N,2nd,name,OLMo-2-1124-7B-Instruct,HispanicN,0.9279731993299832
White,F,2nd,dem_descr,OLMo-2-1124-7B-Instruct,WhiteF,0.97
Black,F,2nd,dem_descr,OLMo-2-1124-7B-Instruct,BlackF,0.9733333333333334
Asian,F,2nd,dem_descr,OLMo-2-1124-7B-Instruct,AsianF,0.9316666666666666
Middle-Eastern,F,2nd,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,0.9716666666666667
Hispanic,F,2nd,dem_descr,OLMo-2-1124-7B-Instruct,HispanicF,0.9566666666666667
White,M,2nd,dem_descr,OLMo-2-1124-7B-Instruct,WhiteM,0.9716666666666667
Black,M,2nd,dem_descr,OLMo-2-1124-7B-Instruct,BlackM,0.9716666666666667
Asian,M,2nd,dem_descr,OLMo-2-1124-7B-Instruct,AsianM,0.9533333333333334
Middle-Eastern,M,2nd,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,0.97
Hispanic,M,2nd,dem_descr,OLMo-2-1124-7B-Instruct,HispanicM,0.97
White,N,2nd,dem_descr,OLMo-2-1124-7B-Instruct,WhiteN,0.985
Black,N,2nd,dem_descr,OLMo-2-1124-7B-Instruct,BlackN,0.9566666666666667
Asian,N,2nd,dem_descr,OLMo-2-1124-7B-Instruct,AsianN,0.9316666666666666
Middle-Eastern,N,2nd,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,0.9616666666666667
Hispanic,N,2nd,dem_descr,OLMo-2-1124-7B-Instruct,HispanicN,0.9366666666666666
White,F,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteF,0.9516666666666667
Black,F,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackF,0.9416666666666667
Asian,F,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianF,0.9266666666666666
Middle-Eastern,F,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,0.94
Hispanic,F,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicF,0.935
White,M,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteM,0.955
Black,M,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackM,0.935
Asian,M,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianM,0.935
Middle-Eastern,M,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,0.9483333333333334
Hispanic,M,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicM,0.915
White,N,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteN,0.9683333333333334
Black,N,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackN,0.9366666666666666
Asian,N,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianN,0.9183333333333333
Middle-Eastern,N,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,0.94
Hispanic,N,2nd,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicN,0.95
White,F,3rd,name,OLMo-2-1124-7B-Instruct,WhiteF,0.925
Black,F,3rd,name,OLMo-2-1124-7B-Instruct,BlackF,0.9116666666666666
Asian,F,3rd,name,OLMo-2-1124-7B-Instruct,AsianF,0.9216666666666666
Middle-Eastern,F,3rd,name,OLMo-2-1124-7B-Instruct,Middle-EasternF,0.915
Hispanic,F,3rd,name,OLMo-2-1124-7B-Instruct,HispanicF,0.9366666666666666
White,M,3rd,name,OLMo-2-1124-7B-Instruct,WhiteM,0.9233333333333333
Black,M,3rd,name,OLMo-2-1124-7B-Instruct,BlackM,0.9333333333333333
Asian,M,3rd,name,OLMo-2-1124-7B-Instruct,AsianM,0.9166666666666666
Middle-Eastern,M,3rd,name,OLMo-2-1124-7B-Instruct,Middle-EasternM,0.9166666666666666
Hispanic,M,3rd,name,OLMo-2-1124-7B-Instruct,HispanicM,0.9416666666666667
White,N,3rd,name,OLMo-2-1124-7B-Instruct,WhiteN,0.925
Black,N,3rd,name,OLMo-2-1124-7B-Instruct,BlackN,0.915
Asian,N,3rd,name,OLMo-2-1124-7B-Instruct,AsianN,0.9133333333333333
Middle-Eastern,N,3rd,name,OLMo-2-1124-7B-Instruct,Middle-EasternN,0.9066666666666666
Hispanic,N,3rd,name,OLMo-2-1124-7B-Instruct,HispanicN,0.9216666666666666
White,F,3rd,dem_descr,OLMo-2-1124-7B-Instruct,WhiteF,0.97
Black,F,3rd,dem_descr,OLMo-2-1124-7B-Instruct,BlackF,0.9716666666666667
Asian,F,3rd,dem_descr,OLMo-2-1124-7B-Instruct,AsianF,0.95
Middle-Eastern,F,3rd,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,0.975
Hispanic,F,3rd,dem_descr,OLMo-2-1124-7B-Instruct,HispanicF,0.94
White,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,WhiteM,0.9783333333333334
Black,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,BlackM,0.9683333333333334
Asian,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,AsianM,0.9533333333333334
Middle-Eastern,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,0.9716666666666667
Hispanic,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,HispanicM,0.9566666666666667
White,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,WhiteN,0.9783333333333334
Black,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,BlackN,0.95
Asian,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,AsianN,0.9283333333333333
Middle-Eastern,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,0.965
Hispanic,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,HispanicN,0.95
White,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteF,0.9532554257095158
Black,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackF,0.9499165275459098
Asian,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianF,0.9348914858096828
Middle-Eastern,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,0.9398998330550918
